idx,claim_id,claim,excerpt,anchored,L_h_orig,S_h,I_h,L_o_orig,S_o,I_o,S_x,p_entail,p_contra,snippet
82,1,The article synthesizes mystical spiritual ideas with scientific neuroscience.,The article builds toward a synthesis of mystical spiritual ideas and scientific neuroscience.,True,0.25269267,0.0007475018501281738,0.01649746298789978,0.0458688959479332,-0.0010146163403987885,-0.001013103872537613,0.9948852,0.9961538,0.0012685646,first
82,2,The sentence signals a concluding argument about correlation.,"The sentence ""And the idea that we've been talking about awareness, body wisdom and emotional transformation has now begun to be backed up by brain research findings—so neuroscience research is directly tied to this shift"" signals a concluding argument about correlation.",True,0.25269267,0.01628604531288147,0.043617308139801025,0.0458688959479332,0.031114473938941956,0.12339109927415848,0.41065344,0.44029582,0.029642368,middle
82,3,"The final token ""research"" strongly expects continuation.","Final token ""research"" ends mid-clause (""this is now backed up by neuroscience research in brain research""), strongly expecting continuation like ""and evidence"" or ""that confirms the emergence"" or ""—where the science is now demonstrating concrete neuroplasticity.""",True,0.25269267,0.05730220675468445,0.9315496981143951,0.0458688959479332,0.05247262865304947,11.372558571398258,0.028780239,0.029602738,0.00082249905,last
83,0,The text suggests an enumerated list structure.,,False,0.13166349,,,0.0665040835738182,,,0.9905886,0.9946695,0.004080897,unanchored
83,1,"The text expects a question completion for ""How MRI Scan is"".",,False,0.13166349,,,0.0665040835738182,,,0.9077258,0.9176646,0.009938751,unanchored
84,0,The text is for an educational blog post,Structured educational blog post with numbered activities and images,True,0.12050086,0.004800066351890564,0.021127045154571533,0.16578440368175507,0.2636716216802597,0.5366910845041275,0.9514459,0.9685051,0.017059227,first
84,1,The post is designed for a children's page format,creating an interactive children's page format,True,0.12050086,0.0009519681334495544,-0.0012860149145126343,0.16578440368175507,0.029174715280532837,-0.010356679558753967,0.01812625,0.3869731,0.36884686,first
84,2,The text includes playful prompts about handwriting practice,playful prompts about handwriting practice,True,0.12050086,-0.004306137561798096,-0.0031546130776405334,0.16578440368175507,-0.025269433856010437,-0.003423646092414856,0.001589438,0.0054639806,0.0038745427,first
84,3,The explanation describes the importance of the alphabet,"""Learning the alphabet is a""",True,0.12050086,-0.0013404041528701782,0.0039298757910728455,0.16578440368175507,-0.023172780871391296,0.0032871514558792114,0.7516494,0.7704349,0.018785551,middle
85,0,UV lighting improves visibility in difficult-to clean areas,,False,0.23816082,,,0.0025711015332490206,,,-0.001783045,0.0008875888,0.0026706338,unanchored
85,1,The explanation continues describing anatomical challenges,particularly in the deeper portions,True,0.23816082,0.0018849223852157593,-0.0026092082262039185,0.0025711015332490206,-6.771041080355644e-05,0.0007041890639811754,0.017939724,0.023688402,0.005748678,middle
86,0,The article discusses AI materials for energy manufacturing.,Middle Eastern tech news article structure with expert interview format discussing AI materials for energy manufacturing,True,0.2016621,0.013509497046470642,0.03330196440219879,0.0006846995675005019,0.00025621632812544703,0.00016658497042953968,-0.34207508,0.004053352,0.34612843,first
86,1,The explanation mentions recycling as a challenge.,"""Another challenge is the recycling of existing devices. For instance""",True,0.2016621,0.00036378204822540283,0.00643099844455719,0.0006846995675005019,-0.00013408978702500463,-9.845633758231997e-05,-0.71119976,0.04506372,0.7562635,middle
86,2,The explanation suggests that conventional recycling is not practical due to cost or efficiency.,"e"" ends mid-clause (""For example. For example""), part of a list of challenges (""One cannot just destroy them. For example"")",True,0.2016621,,0.3965124189853668,0.0006846995675005019,,1.805259743181523,-0.00153023,0.30498806,0.3065183,last
87,0,The text signals a numbered list or bullet points will follow.,,False,0.22987455,,,0.13822077214717865,,,0.13543765,0.1672889,0.031851247,unanchored
87,1,The text strongly expects an enumerated customer guidance list to continue.,,False,0.22987455,,,0.13822077214717865,,,0.7590238,0.8678011,0.10877728,unanchored
88,0,The article discusses real estate commission benefits.,"discussing real estate commission benefits,",True,0.2246178,0.01091022789478302,0.0036364495754241943,0.05693722143769264,-0.003838431090116501,0.004611346870660782,-0.9889578,0.0033752352,0.99233305,first
88,1,The article emphasizes the importance of proper disclosure and compliance.,detailing the importance of proper disclosure and compliance,True,0.2246178,0.011241212487220764,0.0021254420280456543,0.05693722143769264,0.010963398963212967,0.011160839349031448,0.8835102,0.89425164,0.010741473,first
88,2,The conclusion reinforces the advice to research and understand the process.,reinforcing the article's advice about researching and understanding the process.,True,0.2246178,0.0073105692863464355,0.007137909531593323,0.05693722143769264,0.007191788405179977,0.01470160111784935,0.0745019,0.07801433,0.0035124242,middle
89,0,The sentence mirrors the headline's framework,"""While cigarettes are strongly linked with heart attack, new research has shown that smoking also increases risk of heart disease beyond lung cancer""",True,0.1881765,0.00821492075920105,0.07264585793018341,0.0175632257014513,0.00039686448872089386,0.0254922267049551,0.97047013,0.97818327,0.007713127,middle
89,1,The explanation expects to describe chronic diseases,expected next describing chronic diseases like heart failure or dementia,True,0.1881765,0.005750253796577454,0.0019059628248214722,0.0175632257014513,0.00250198133289814,0.002278851345181465,0.032872688,0.041305482,0.008432793,middle
89,2,The text contrasts traditional heart disease risks with cardiovascular disease,,False,0.1881765,,,0.0175632257014513,,,0.9776244,0.98699373,0.009369288,unanchored
90,0,The WHO published a graph showing cumulative COVID-19 deaths exceeding predicted mortality figures,"""The WHO had previously published a graph showing cumulative COVID-19 deaths exceeding predicted mortality figures, as shown by this chart dated May 18, 2020""",True,0.2794712,0.0016228854656219482,0.05303674936294556,0.11424513906240463,0.003913462162017822,0.0438004806637764,-0.0158526,0.005873163,0.021725764,middle
90,1,The explanation expects a continuation about mask prevalence or demonstration," ends mid-sentence (""The following graph from a Canadian health authority's report published on this date, below a figure published on May 15, 2020"")",True,0.2794712,0.03906017541885376,0.0864730179309845,0.11424513906240463,0.021868370473384857,0.04266240447759628,0.0003681727,0.000731915,0.0003637423,last
91,0,The Arabic Women STEM Initiative introduces a speaker profile format.,Arabic Women STEM Initiative introduces a speaker profile format with professional background emphasizing UN scientific impact and African women empowerment programs.,True,0.27227655,0.014501392841339111,0.018323808908462524,0.007583570200949907,0.0011708415113389492,-0.0020412420853972435,-1.7579441e-05,0.0003513086,0.00036888805,first
91,1,The text implies a global or African countries' beneficiaries.,"The phrase ""The UAE Foundation has been providing scholarships and grants over the last decades to talented scientists from different countries around the""",True,0.27227655,0.011390596628189087,0.027612388134002686,0.007583570200949907,-0.0014807158149778843,-0.0013295128010213375,0.13167328,0.48112318,0.3494499,middle
91,2,The text suggests a timeframe or educational initiative statement follows.,,False,0.27227655,,,0.007583570200949907,,,0.9944724,0.99668914,0.0022167463,unanchored
91,3,"The final token ""the"" is part of a parallel structure requiring a noun to complete the scope.",", part of a parallel structure listing philanthropic activities (""since many outstanding scholars around the world have been selected around the"")",True,0.27227655,0.01361989974975586,0.02534756064414978,0.007583570200949907,-0.0013623479753732681,-0.000778579618781805,0.98384446,0.9896151,0.005770651,last
92,0,The text emphasizes the importance of regular maintenance for historic buildings.,"As time passes, regular maintenance is crucial to fend off stains and deterioration, ensuring the exterior remains pristine and vibrant.",True,0.15712497,0.0013635903596878052,0.007411733269691467,1.0233579874038696,0.024518847465515137,-0.05273175239562988,0.9969389,0.99766564,0.0007267366,middle
92,1,The explanation highlights the consequence of neglecting maintenance.,This effort ensures the property maintains its original glory,True,0.15712497,0.004268035292625427,-0.005882725119590759,1.0233579874038696,0.12126195430755615,0.02657473087310791,0.99000984,0.9928369,0.0028270627,middle
93,0,The text discusses a timeline of system readiness inspections.,"""During the period from sequence T013 to T036, I have been tracking system readiness inspections spanning days 21 to""",True,0.22978702,0.004866376519203186,0.019016966223716736,0.029864884912967682,-0.0015524495393037796,-0.005656484514474869,0.061749768,0.121216856,0.05946709,middle
93,1,The timeline includes a numerical range of trial runs.,"""During runs numbers from T15 to""",True,0.22978702,0.0030772536993026733,-0.008410423994064331,0.029864884912967682,0.00023382902145385742,0.014149010181427002,0.05698346,0.060042087,0.003058628,last
94,0,The text discusses a Bulgarian language search tool UI format.,"Bulgarian language search tool UI format with SEO tips and filters,",True,0.24408847,0.0009742528200149536,0.00778275728225708,0.04761029779911041,0.009492989629507065,0.012906793504953384,-0.057896767,0.009987104,0.06788387,first
94,1,The text provides advice on using fewer search terms.,"Try to use less than complete search terms,",True,0.24408847,0.008825629949569702,0.011228322982788086,0.04761029779911041,0.001969520002603531,-0.00018711760640144348,-0.9894589,0.004820689,0.9942796,middle
94,2,The text suggests using more than one keyword for searches.,Use more than one keyword. Use more than,True,0.24408847,-0.007131233811378479,-0.011803537607192993,0.04761029779911041,-0.011078696697950363,-0.00983474776148796,0.99692994,0.9979918,0.001061881,last
95,0,The sentence mirrors a numbered list pattern for treatments.,"""Pain management can involve medication, physical therapy"" mirrors a numbered list pattern establishing treatments for chronic pain causes,",True,0.21949129,0.011744111776351929,0.022246062755584717,0.0796000137925148,-0.01810341328382492,-0.0160115584731102,0.89650255,0.9368078,0.040305264,middle
95,1,The explanation implies continuation of the list.,lying continuation of additional items like exercise or other therapies,True,0.21949129,0.0031537264585494995,-0.0050347596406936646,0.0796000137925148,-0.0027569234371185303,-0.005058407783508301,0.86625725,0.916261,0.050003763,middle
95,2,"The final token ""therapy"" suggests an expected continuation.",,False,0.21949129,,,0.0796000137925148,,,-0.0076922486,0.0093243,0.017016549,unanchored
96,0,The grocery store aims to make Asian produce accessible and affordable.,"The NYC-based Black-owned grocery store has worked to make fresh, healthy Asian ingredients accessible and affordable",True,0.16280137,0.0068317800760269165,0.014460697770118713,0.03667939081788063,-0.001100737601518631,0.017997171729803085,-0.99793875,0.00021450855,0.99815327,middle
96,1,The store's markets are described as convenient and inviting.,making their weekly markets a convenient and inviting choice,True,0.16280137,-0.0015277117490768433,0.0008250325918197632,0.03667939081788063,0.003709562122821808,0.025666244328022003,0.0006118666,0.0012934858,0.00068161916,middle
97,0,The explanation discusses a Malaysian ESL academic text.,"Malaysian ESL academic text with structured chart frames analyzing punctuation article verbs,",True,0.3094546,0.0025030970573425293,0.02015593647956848,0.04833313822746277,0.019325681030750275,-0.012887716293334961,-0.015922159,0.0016675526,0.01758971,first
97,1,The pattern repeats the question about both positive and negative 'and' constructions.,"The pattern ""The chart presented indicates that the meaning of and -and with someyings also appear in the case of kar2 and kar1"" repeats the question about both positive and negative 'and' constructions with the same subject about Whool verbs.",True,0.3094546,0.0019556283950805664,0.10526213049888611,0.04833313822746277,0.0010536089539527893,0.026308521628379822,0.009050361,0.012202687,0.003152326,middle
97,2,"The final token ""and"" is mid-expression.","Final token ""and"" is mid-expression (""necc and - and""),",True,0.3094546,0.040538400411605835,0.34252336621284485,0.04833313822746277,0.010455809533596039,1.1262982189655304,0.5589853,0.6253487,0.06636338,last
98,0,The article describes a UV-printing device's progress.,Arabic-language news article format with reporter-style headline structure and captioned images describes a UV-printing device's progress toward real-world vision.,True,0.14393197,0.02315869927406311,0.034751832485198975,0.07669955492019653,0.0050863176584243774,0.024953782558441162,-0.9993177,0.00010007739,0.9994178,first
98,1,The sentence sets up an expected continuation about the invention's potential future applications.,"the device's capabilities can track human thoughts"" sets up an expected continuation listing limitations or implications, likely completing the article's summary about the invention's potential future applications.",True,0.14393197,0.02182842791080475,0.020276635885238647,0.07669955492019653,0.05960109829902649,0.08952802419662476,0.009353519,0.010407398,0.0010538792,middle
98,2,The explanation expects the article to mention the technology's limitations or details.,,False,0.14393197,,,0.07669955492019653,,,0.0014780001,0.0025506595,0.0010726594,unanchored
99,0,The text discusses health/wellness book format with symbolic flower herb listings.,"Health/wellness book format with symbolic flower herb listings and spiritual attributes,",True,0.19392683,0.0023613721132278442,0.020234867930412292,0.03378373384475708,0.001732420176267624,0.02920849621295929,-0.691389,0.100534394,0.7919234,first
99,1,The explanation mentions Hawthorn palm and its associated medical conditions.,"infections, arthritis, chronic fatigue, yeast problems...",True,0.19392683,,0.0015372931957244873,0.03378373384475708,,0.020417410880327225,-0.97923535,0.0010677956,0.98030317,middle
99,2,The list of health conditions includes osteoporosis.,"osteoporosis"" ends mid-list of specific conditions (""arthritis, osteoporosis, osteoporosis""),",True,0.19392683,0.28350748121738434,0.4767035096883774,0.03378373384475708,5.705290973186493,8.596653163433075,0.996054,0.99688655,0.000832557,last
100,0,The text discusses gift-giving behavior in gift cards versus bribes.,gift-giving behavior in gift cards versus bribes.,True,0.51128405,-0.006168246269226074,-0.010948777198791504,0.017282119020819664,-0.0031096534803509712,0.0003572460263967514,-0.8196221,0.0020327047,0.8216548,first
100,1,The phrase suggests a common-sense scenario about gift recipients' preferences.,suggests an incomplete example or common-sense scenario about a gift recipient's holiday preference,True,0.51128405,0.05628269910812378,0.010618627071380615,0.017282119020819664,0.00046520307660102844,-0.00046291202306747437,0.26512983,0.28798598,0.022856154,middle
100,2,The phrase implies gifts should be useful and meaningful.,"a gift should be useful and meaningful, not just chosen at the",True,0.51128405,0.014097452163696289,-0.029421329498291016,0.017282119020819664,-0.0009128451347351074,-0.005687929689884186,0.9911149,0.9930929,0.0019779764,middle
101,0,PPC allows for precise targeting.,"""While SEO ensures reach, PPC allows for precise targeting. With PPC,""",True,0.18855268,0.008009269833564758,0.026471808552742004,0.005828453227877617,-0.0005742404609918594,0.004538326524198055,0.9649916,0.9718542,0.006862562,middle
101,1,PPC offers budget control.,,False,0.18855268,,,0.005828453227877617,,,0.9765175,0.9836489,0.007131426,unanchored
101,2,PPC provides direct campaign analytics.,"""you can target specific keywords,""",True,0.18855268,0.01565350592136383,0.015710413455963135,0.005828453227877617,0.006069520488381386,0.009069344960153103,0.004082647,0.008864904,0.0047822567,last
102,0,The explanation contrasts virtual classes with teachers prioritizing quantity over personal attention.,"""While some teachers might prioritise quantity over personal attention, virtual classes are able to manage bigger groups while still providing quality""",True,0.11536446,0.0032979771494865417,0.003635689616203308,0.04360409080982208,0.003047727048397064,0.0032227560877799988,0.9803719,0.9884448,0.008072923,middle
102,1,Virtual classes can provide quality education to larger groups.,virtual classes are able to manage bigger groups while still providing quality,True,0.11536446,0.004653871059417725,0.0036172419786453247,0.04360409080982208,0.00261089950799942,-0.007692236453294754,0.35875463,0.3699254,0.011170779,middle
103,0,The blog tone addresses national holidays from an African-American LGBT perspective.,Historical/educational blog tone with African-American LGBT perspective establishes a nuanced social/political argument about national holidays and enslaved African Americans.,True,0.21365279,0.005316808819770813,0.06793606281280518,0.013843374326825142,-0.0018468890339136124,0.024526255205273628,0.14876187,0.163259,0.014497137,first
103,1,The text presents Memorial Day as a counterpoint to July 4th celebrations.,"The sentence structure ""While many argue the celebration of Memorial Day as the embodiment of Independence"" continues a counterpoint to conventional July 4th celebrations",True,0.21365279,0.005274146795272827,0.005100443959236145,0.013843374326825142,-0.0012282226234674454,0.0026661790907382965,0.8233974,0.90877724,0.08537982,middle
103,2,The explanation critiques the narrative around American Independence Day.,"Final token ""Independence"" repeats mid-phrase (""the celebration of Independence""), part of a parallel comparison setup (""The idea of Independence Day""), likely continuing with ""Day being solely about the Revolutionary War"" or ""Day Day as a myth is more than celebrating freedom"" — completing the critique of surviving narratives.",True,0.21365279,0.010518237948417664,0.7922497391700745,0.013843374326825142,-0.007078086491674185,11.315508050844073,0.985017,0.9863993,0.0013822999,last
104,0,The text signals a concluding section or list,"Below, we'll explore each illness affected by air pollution and its specific effects on the body. Below",True,0.16580504,0.008910208940505981,0.010556593537330627,0.1343909204006195,0.021809086203575134,0.03955772519111633,0.4728237,0.48321128,0.010387574,middle
104,1,The text expects a continuation with specific details,"""Below"" ends an incomplete clause",True,0.16580504,0.0033527016639709473,0.006983742117881775,0.1343909204006195,-0.0005918890237808228,0.016673341393470764,0.0034017917,0.0038451666,0.00044337503,last
105,0,The text highlights the serum's benefits for skin hydration and vitality,highlighting a Korean beauty serum's benefits for skin hydration and vitality.,True,0.15273702,0.018117696046829224,0.005293741822242737,0.0904511883854866,0.06040569394826889,-0.012414760887622833,0.9693178,0.97900987,0.009692064,first
105,1,The text implies a scientific claim about ingredient properties,"implies a list or specific mechanism of skincare benefits, directly establishing a scientific claim about ingredient properties",True,0.15273702,0.015522494912147522,0.002971068024635315,0.0904511883854866,0.140034519135952,0.012388519942760468,0.98496944,0.9909078,0.005938366,middle
105,2,"The text expects a noun phrase following ""stimulate""","strongly expecting a noun phrase like ""collagen production,"" ""cell turnover,"" or ""skin repair and hydration, and produce a youthful glow.""",True,0.15273702,0.03522856533527374,0.023255810141563416,0.0904511883854866,0.17097096890211105,0.10678274184465408,0.9487815,0.9684539,0.0196724,last
106,0,The text discusses a comparison between Formula One teams at Silverstone.,UK motorsport magazine racing coverage feature article tone with media editorial graphics and quotes marking the trio of Formula One teams at Silverstone.,True,0.18161874,0.008047088980674744,0.05346052348613739,0.15818440914154053,0.026930972933769226,0.07288943231105804,-0.043760963,0.0012005256,0.04496149,first
106,1,"The explanation anticipates a continuation of the phrase ""Different"".","expecting continuation like ""Approaches but united"" or ""cars for Volkswagen"" or ""paths to F1.""",True,0.18161874,0.005396366119384766,0.01665341854095459,0.15818440914154053,-0.014447957277297974,0.05584661662578583,0.110172816,0.112223245,0.0020504284,last
107,0,The text mentions two types of appearance features for the product.,This product has two kind of appearance features & classification method - filled nylon product,True,0.33068493,0.012754857540130615,0.030789166688919067,0.0006619853666052222,-0.0004897716426057741,-0.0001525183324702084,0.9693158,0.98396033,0.0146445185,middle
107,1,The explanation expects a completion for a repeated structural phrase.,"strongly expecting ""one nature"" or ""ine materials"" or ""ine production process"" to complete the phrase.",True,0.33068493,0.02139797806739807,0.01737836003303528,0.0006619853666052222,-0.0002999361895490438,0.0008387819398194551,0.87170017,0.9242247,0.052524485,last
108,0,The resource book conversion project discusses children's literature and the New Jersey state Legislature.,"Educational/archival description with formal academic/educational metadata format discussing a resource book conversion project, establishing historical context around children's literature and the New Jersey state Legislature.",True,0.12612258,3.7670135498046875e-05,0.047653183341026306,0.17514018714427948,0.0005463361740112305,0.09653367102146149,-0.9985528,5.5983437e-05,0.99860877,first
108,1,The text implies a continuation or completion about the new resource.,"""Originally published in 2006, this updated edition of the historical overview of New Jersey’s Social Science Core curriculum has been shortened for online use... This""",True,0.12612258,0.01706928014755249,0.020767882466316223,0.17514018714427948,0.07089966535568237,-0.031392499804496765,0.9419735,0.9492495,0.007275976,middle
108,2,"The final token ""This"" suggests a new publication or resource.","""This""",True,0.12612258,0.0007527321577072144,0.0054860711097717285,0.17514018714427948,0.011342421174049377,0.033139780163764954,0.23980391,0.27379885,0.03399495,last
109,0,The text discusses a scientific paper on antimicrobial tripeptides.,"Scientific paper structure: Egyptian biomedical research article presenting experimental results on antimicrobial tripeptides derived from natural peptides,",True,0.27050626,0.007405489683151245,0.03676995635032654,0.0405777245759964,-6.487220525741577e-05,0.0005343668162822723,-0.7765865,0.06064915,0.8372356,first
109,1,The sentence examines eleven identified tripeptide triads.,Then we examined the eleven identified tripeptide triads from aptamer library and evaluated their possible three tripeptide candidate,True,0.27050626,-0.0038341879844665527,0.0014458000659942627,0.0405777245759964,-0.0012363865971565247,0.010624893009662628,-0.06742798,0.032390498,0.099818476,middle
109,2,The text expects the continuation to mention tripeptides.,"Final token ""tri"" is a truncated word mid-phrase (""three tri""), part of a clause listing the identified tripeptides (""The evaluated three specific tripeptide tri"")",True,0.27050626,-0.005448251962661743,0.4785444140434265,0.0405777245759964,-0.003390740603208542,4.934101268649101,0.021020826,0.022388894,0.0013680673,last
110,0,The text discusses medical malpractice negligence claims.,Legal article format with explainer structure detailing medical malpractice negligence claims,True,0.16695525,-0.0013982951641082764,-0.007980167865753174,0.08165425807237625,-0.0022212937474250793,-0.014630183577537537,-0.13688001,0.019117342,0.15599735,first
110,1,Failing to deliver baby timely can result in negligence consequences.,Failing to deliver baby timely can also result in negligence consequences,True,0.16695525,-0.0003412961959838867,0.0070958733558654785,0.08165425807237625,0.005590490996837616,0.020842522382736206,0.4049102,0.40930438,0.004394173,middle
110,2,The text implies delayed delivery can lead to brain damage.,"result in brain damage,"" ""cause permanent injury,"" or ""result in birth complications that deprive oxygen.",True,0.16695525,0.019619494676589966,0.0431784987449646,0.08165425807237625,0.05211683362722397,0.07963544875383377,0.99283224,0.9959961,0.003163852,last
111,0,The blog discusses Sanofi's AI-driven biologics drug discovery platform.,"Scientific pharma/industry blog structure with expert commentary format, discussing Sanofi's AI-driven biologics drug discovery platform",True,0.19013761,0.002554863691329956,0.04828740656375885,0.06332328915596008,-0.0007112249732017517,-0.004802986979484558,-0.8415846,0.0011833297,0.84276795,first
111,1,"The goals include discovering robust, stable antibody candidates.","""Our goals are to discover robust, stable""",True,0.19013761,-0.0012507140636444092,0.0066885799169540405,0.06332328915596008,-0.006934721022844315,0.00817067176103592,0.66994613,0.6820781,0.0121320095,middle
112,0,The text suggests a newsletter or lifestyle article on Michigan's economy.,Blog-style article structure with headlines and news headlines format signals a newsletter or lifestyle article on Michigan's economy and financial savings tips.,True,0.21241358,0.013272330164909363,0.01724100112915039,0.4528234899044037,0.017701268196105957,-0.05377936363220215,-0.034329858,0.05259255,0.08692241,first
112,1,The phrase indicates a third section about money-saving tips.,"The phrase ""Sharon's Financial Expert Ashley Power's Smart Money Advice: Bob Seiden's Clever Tips"" suggests a third item or section header, likely a blog post or video segment title about money-saving or homemaking tips.",True,0.21241358,0.053571075201034546,0.03477907180786133,0.4528234899044037,0.04738309979438782,-0.1918770968914032,0.5870943,0.64583176,0.058737487,middle
112,2,The text implies an incomplete noun phrase about saving money.,"Final token ""Tips"" ends an incomplete noun phrase (""Bob Seiden's Smart节约 Tips""), part of an article title or tagline list (""Michael's Thrifty Tips""),",True,0.21241358,0.024470850825309753,0.1771230697631836,0.4528234899044037,0.08361706137657166,0.32857856154441833,0.98299795,0.99014854,0.007150562,last
113,0,The sentence signals a transition to methodology.,"""To figure out the correlation, researchers looked at population""",True,0.17369737,-0.010544344782829285,-0.0035584867000579834,0.22020964324474335,-0.054413169622421265,0.021722063422203064,0.36399403,0.40166622,0.037672196,middle
113,1,The explanation expects a noun to complete the phrase.,"""population"" is mid-phrase ("" looked at population""), part of an incomplete verb phrase ""Researchers examined population,""",True,0.17369737,0.008006975054740906,0.15215100347995758,0.22020964324474335,0.07261233031749725,0.41890759766101837,0.9772069,0.9868819,0.00967505,last
114,0,The explanation discusses human rights violations in Myanmar's military operations.,International humanitarian report format with UK parliamentary scrutiny language describing human rights violations in Myanmar's military operations,True,0.29626146,-0.00864332914352417,-0.002749413251876831,1.0526957511901855,0.008663058280944824,-0.26723283529281616,-0.031968374,0.0004530796,0.032421455,first
114,1,The explanation mentions UN recommendations regarding the violations.,UN recommendations and violations against civil society and rights groups,True,0.29626146,-0.0024116337299346924,-0.006904780864715576,1.0526957511901855,-0.019631385803222656,-0.005211830139160156,-0.0005375261,0.001211549,0.0017490751,first
114,2,The explanation includes concerns about violence against LGBT individuals.,"""Some reports also found violence against LGBT""",True,0.29626146,0.002398163080215454,-0.00573614239692688,1.0526957511901855,-0.18364524841308594,0.14516055583953857,0.0014154345,0.0019924445,0.00057701004,middle
114,3,"The explanation expects the phrase to continue with ""LGBTI people in Myanmar.""",,False,0.29626146,,,1.0526957511901855,,,-0.0019056282,0.0035600776,0.005465706,unanchored
115,0,Traders may wait for a price level to confirm a trade setup,traders may wait for a price level to confirm that a trade setup is forming,True,0.26860303,0.0273512601852417,0.015981853008270264,0.21975953876972198,-0.026840120553970337,0.033510252833366394,0.49934956,0.5009207,0.0015711369,middle
116,0,Fire behavior is described using a structured template,following a structured fire behavior template,True,0.8254003,-0.0019801855087280273,-0.0031921863555908203,0.016926012933254242,1.7579644918441772e-05,0.0012957341969013214,0.036016025,0.0435642,0.0075481767,first
116,1,"The explanation references ""The消防百科"" (NFPA fire definition)",,False,0.8254003,,,0.016926012933254242,,,0.004375142,0.009891169,0.005516027,unanchored
116,2,Smoke formation requires specific fuel components,listing the fuel components necessary for smoke formation,True,0.8254003,-0.0036665797233581543,0.039907634258270264,0.016926012933254242,0.0017462316900491714,0.00788542814552784,0.03185546,0.046122685,0.014267226,middle
116,3,Combustion requirements depend on the nature of the material,,False,0.8254003,,,0.016926012933254242,,,0.12417444,0.22862174,0.1044473,unanchored
117,0,The text discusses influential books on American nationalist Roosevelt's military policies.,a chronological narrative covering five influential books on Americannationalist Roosevelt's military policies.,True,0.34169304,-0.0008900761604309082,0.014331728219985962,0.002871887059882283,4.7573819756507874e-05,-1.4913734048604965e-05,-0.9968343,0.00021637435,0.99705064,first
117,1,"The chapter heading ""Chapter One: The Politics of Murder: First Months of America's War"" introduces a series of chapters on laws affecting the Navy.","""Chapter One: The Politics of Murder: First Months of America's War"" introduces a series of chapters listing laws affecting the Navy,",True,0.34169304,0.0072973668575286865,0.04420053958892822,0.002871887059882283,-0.0002515362575650215,0.0002085394226014614,-0.008645039,0.031982437,0.040627476,middle
117,2,The first item in the chapter list presents historical facts about Wilson's prohibition legislation.,the first item presenting historical facts about Wilson's prohibition legislation.,True,0.34169304,0.00677037239074707,0.00569722056388855,0.002871887059882283,0.00013721338473260403,4.914402961730957e-05,-0.8384501,0.057470378,0.89592046,middle
117,3,"The final token ""Legislate"" ends mid-item in a numbered historical chapter list.",,False,0.34169304,,,0.002871887059882283,,,0.9201007,0.9380179,0.017917203,unanchored
118,0,The sentence suggests a concluding phrase about ecological contribution.,suggests a concluding phrase about the forest's ecological contribution and forest conservation efforts,True,0.18726408,0.027393564581871033,-0.003199070692062378,0.07729937881231308,0.008869297802448273,-0.02826271578669548,0.99430656,0.9962639,0.0019573476,middle
118,1,"The final token ""an"" requires a noun like ""forest landscape"".", completing the conservation mission's grander aim.,True,0.18726408,0.0021693557500839233,-0.004198968410491943,0.07729937881231308,0.009192310273647308,0.005046173930168152,0.9741949,0.98463225,0.010437377,last
119,0,The sentence suggests a scenario of treating a second wastewater source.,"""The_flow tank system has been able to incorporate this additional incoming Biosolids waste stream allowing this excess organic waste""",True,0.29268986,-0.0016952753067016602,0.005317658185958862,0.09649664163589478,-0.021580182015895844,0.007110998034477234,0.047078844,0.048747923,0.0016690808,middle
119,1,The text implies a scenario-specific action for the municorp污泥.,lying a scenario-specific scenario or disposal action for the municorp污泥,True,0.29268986,-0.0026342570781707764,0.006331890821456909,0.09649664163589478,0.01478356122970581,0.01795695722103119,0.8255684,0.85187715,0.026308795,middle
120,0,"The phrase ""How many kilometers per second is 856 cm? | The answer is"" mirrors a well-known reply structure.","The phrase ""How many kilometers per second is 856 cm? | The answer is"" mirrors the well-known reply structure, directly repeating the ""Koala is equal to"" pattern confirming the conversion formula.",True,0.80400765,-0.024592280387878418,0.1636180281639099,3.903576362063177e-05,-3.826534981499208e-05,-3.6220745414539124e-05,0.66118324,0.74603873,0.08485547,middle
120,1,"The explanation expects ""how many meters?"" or ""what sum of voxels"".","strongly expecting ""how many meters?"" or ""what sum of voxels.""",True,0.80400765,0.0021559596061706543,0.14757174253463745,3.903576362063177e-05,3.194560486008413e-05,16.291930263552786,-0.41792127,0.095538706,0.51346,last
121,0,The sentence structure suggests a section header or menu item.,,False,0.19323611,,,6.327773735392839e-05,,,0.9868879,0.9921401,0.0052522332,unanchored
121,1,"The final token ""Integr"" is part of a UI element label.",,False,0.19323611,,,6.327773735392839e-05,,,0.20798153,0.2421598,0.034178264,unanchored
122,0,The cat's big eyes help them see in the dark,"""The cat's big eyes help them see in the dark, and their bioluminescent eyes let them see in low light""",True,0.20551698,0.012985453009605408,0.020891129970550537,0.09509633481502533,0.05873885750770569,0.017127610743045807,-0.20110679,0.19839779,0.39950457,middle
122,1,Owls have low light vision,"""Because they hunted with low light vision, they can see in""",True,0.20551698,-0.0009624063968658447,-0.0036769211292266846,0.09509633481502533,-0.004694811999797821,-0.0011751502752304077,0.9458049,0.9497013,0.0038964031,last
